#name	value
ENSRNOT00000004118	Mycs
ENSRNOT00000052281	Spin2a
ENSRNOT00000042670	RGD1565862
ENSRNOT00000045802	SPIN2A
ENSRNOT00000059744	Kctd12b
ENSRNOT00000026214	Ubqln2
ENSRNOT00000041039	Klf8
ENSRNOT00000004213	Gm8444
ENSRNOT00000004235	RragB
ENSRNOT00000064368	RragB
ENSRNOT00000043382	Foxr2
ENSRNOT00000004238	Mageh1
ENSRNOT00000029397	Usp51
ENSRNOT00000075249	RRAGB
ENSRNOT00000073023	RRAGB
ENSRNOT00000003397	Gnl3l
ENSRNOT00000003443	Fgd1
ENSRNOT00000003540	Tsr2
ENSRNOT00000047444	Wnk3
ENSRNOT00000075757	Tmem29
ENSRNOT00000073957	Tmem29
ENSRNOT00000004364	Smc1a
ENSRNOT00000004184	Ribc1
ENSRNOT00000043559	Hsd17b10
ENSRNOT00000070221	5S_rR1
ENSRNOT00000003882	Huwe1
ENSRNOT00000004064	Huwe1
ENSRNOT00000053779	Mir98
ENSRNOT00000053587	Mirlet7f-2
ENSRNOT00000034026	RGD1563294
ENSRNOT00000045708	Phf8
ENSRNOT00000003565	FAM120C
ENSRNOT00000065084	Samt2
ENSRNOT00000071639	Tro
ENSRNOT00000000178	Pfkfb1
ENSRNOT00000033656	Pfkfb1
ENSRNOT00000068703	Apex2
ENSRNOT00000000180	Alas2
ENSRNOT00000031235	Gm7157
ENSRNOT00000059431	Shroom2
ENSRNOT00000050819	Shroom2
ENSRNOT00000004758	Gpr143
ENSRNOT00000029966	Samt4
ENSRNOT00000068228	Samt2
ENSRNOT00000059295	Wwc3
ENSRNOT00000071173	Wwc3
ENSRNOT00000059270	Clcn4
ENSRNOT00000004873	Mid1
ENSRNOT00000004893	RGD1563947
ENSRNOT00000037862	Hccs
ENSRNOT00000051655	Arhgap6
ENSRNOT00000040311	Arhgap6
ENSRNOT00000036502	Arhgap6
ENSRNOT00000052176	Amelx
ENSRNOT00000005328	Amelx
ENSRNOT00000065814	Msl3
ENSRNOT00000039796	Frmpd4
ENSRNOT00000005615	Prps2
ENSRNOT00000005620	Tlr7
ENSRNOT00000073535	Tlr8
ENSRNOT00000071708	Tmsb4x
ENSRNOT00000068337	Egfl6
ENSRNOT00000005981	Tceanc
ENSRNOT00000037047	FAM154A
ENSRNOT00000050018	Rab9a
ENSRNOT00000068113	Trappc2
ENSRNOT00000006074	Ofd1
ENSRNOT00000006777	Gpm6b
ENSRNOT00000048155	Gemin8
ENSRNOT00000004443	Glra2
ENSRNOT00000004426	Glra2
ENSRNOT00000037439	Rnps1
ENSRNOT00000004456	Fancb
ENSRNOT00000004494	Mospd2
ENSRNOT00000041515	Asb9
ENSRNOT00000004693	Asb11
ENSRNOT00000044103	Piga
ENSRNOT00000068601	Figf
ENSRNOT00000004884	Pir
ENSRNOT00000005181	Bmx
ENSRNOT00000049947	Ace2
ENSRNOT00000053271	5S_rR1
ENSRNOT00000005348	Tmem27
ENSRNOT00000047354	Car5b
ENSRNOT00000045300	Zrsr2
ENSRNOT00000075331	Zrsr2
ENSRNOT00000065075	Ap1s2
ENSRNOT00000020999	RGD1565844
ENSRNOT00000005559	Grpr
ENSRNOT00000038940	RGD1564836
ENSRNOT00000059031	Ctps2
ENSRNOT00000005622	S100g
ENSRNOT00000006584	Syap1
ENSRNOT00000006843	Txlng
ENSRNOT00000066676	Rbbp7
ENSRNOT00000059010	RPL39
ENSRNOT00000046347	Reps2
ENSRNOT00000058992	Reps2
ENSRNOT00000041781	RGD1560203
ENSRNOT00000041924	Nhs
ENSRNOT00000008703	Rai2
ENSRNOT00000004968	Scml2
ENSRNOT00000072627	Cdkl5
ENSRNOT00000005061	Cdkl5
ENSRNOT00000040912	Rs1
ENSRNOT00000058947	Ppef1
ENSRNOT00000065678	Phka2
ENSRNOT00000040770	Gpr64
ENSRNOT00000058834	Gpr64
ENSRNOT00000058833	Gpr64
ENSRNOT00000051805	RGD1560997
ENSRNOT00000038352	Pdha1
ENSRNOT00000008938	Rps6ka3
ENSRNOT00000008509	Eif1ax
ENSRNOT00000043666	Map3k15
ENSRNOT00000006741	Sh3kbp1
ENSRNOT00000006438	Sh3kbp1
ENSRNOT00000058687	Sh3kbp1
ENSRNOT00000058688	Sh3kbp1
ENSRNOT00000074898	Sh3kbp1
ENSRNOT00000006867	RGD1562161
ENSRNOT00000045285	Map7d2
ENSRNOT00000007524	Map7d2
ENSRNOT00000009802	CNKSR2
ENSRNOT00000050708	Klhl34
ENSRNOT00000010027	Smpx
ENSRNOT00000069676	5S_rR1
ENSRNOT00000033010	Mbtps2
ENSRNOT00000010135	Sms
ENSRNOT00000010970	Phex
ENSRNOT00000045705	NDUFB4
ENSRNOT00000044129	Ptchd1
ENSRNOT00000060113	RGD1559536
ENSRNOT00000075045	Spink12
ENSRNOT00000072078	Spink6
ENSRNOT00000039874	Magea8
ENSRNOT00000005014	Prdx4
ENSRNOT00000005033	Acot9
ENSRNOT00000068078	Sat1
ENSRNOT00000005120	RGD1560334
ENSRNOT00000066493	4930468A15Rik
ENSRNOT00000004901	Tbl1x
ENSRNOT00000004920	Prkx
ENSRNOT00000046768	Pbsn
ENSRNOT00000058485	Ptges3l1
ENSRNOT00000051897	Sts
ENSRNOT00000030771	RGD1562200
ENSRNOT00000058473	4930480E11Rik
ENSRNOT00000050544	RGD1563378
ENSRNOT00000066663	Prrg1
ENSRNOT00000005141	Fam47a
ENSRNOT00000058456	Gm8787
ENSRNOT00000045901	RGD1560207
ENSRNOT00000042568	Mageb16
ENSRNOT00000045976	THOC1
ENSRNOT00000058434	Tmem47
ENSRNOT00000072026	RGD1563383
ENSRNOT00000072569	RGD1563383
ENSRNOT00000063575	5S_rR1
ENSRNOT00000035692	DMD
ENSRNOT00000072727	TSGA8
ENSRNOT00000034372	DMD
ENSRNOT00000005021	1600014K23Rik
ENSRNOT00000004854	Tab3
ENSRNOT00000064340	Gk
ENSRNOT00000051249	Gk
ENSRNOT00000058309	Tnfrsf22
ENSRNOT00000004977	RGD1565785
ENSRNOT00000040231	Samt3
ENSRNOT00000005023	Nr0b1
ENSRNOT00000050661	Mageb4
ENSRNOT00000044910	Mageb3
ENSRNOT00000074089	mageb1l1
ENSRNOT00000029387	Mageb1
ENSRNOT00000065450	Mageb7
ENSRNOT00000068350	Il1rapl1
ENSRNOT00000003463	Fgf16
ENSRNOT00000042751	Atrx
ENSRNOT00000068479	Magt1
ENSRNOT00000033847	Cox7b
ENSRNOT00000065388	Atp7a
ENSRNOT00000003390	Pgk1
ENSRNOT00000003335	Taf9b
ENSRNOT00000040923	4930415L06Rik
ENSRNOT00000042809	4930415L06Rik
ENSRNOT00000065038	4930415L06Rik
ENSRNOT00000029433	Cypt12
ENSRNOT00000004460	Pet2
ENSRNOT00000046065	RGD1563978
ENSRNOT00000071500	Gm44
ENSRNOT00000049652	RGD1563554
ENSRNOT00000004145	Mageb17
ENSRNOT00000067446	Magebl1
ENSRNOT00000045816	RGD1563590
ENSRNOT00000043817	MGC114483
ENSRNOT00000004132	Mageb4
ENSRNOT00000039605	Mageb18
ENSRNOT00000049655	Arx
ENSRNOT00000018147	Pola1
ENSRNOT00000016669	Pcyt1b
ENSRNOT00000017370	Pdk3
ENSRNOT00000072905	Fam48b1
ENSRNOT00000063405	5S_rR1
ENSRNOT00000043280	RGD1564534
ENSRNOT00000065194	Zfx
ENSRNOT00000058134	Eif2s3
ENSRNOT00000008558	Klhl15
ENSRNOT00000004504	Tspyl2
ENSRNOT00000070120	5S_rR1
ENSRNOT00000067288	Kdm5c
ENSRNOT00000004600	Kdm5c
ENSRNOT00000067782	Kdm5c
ENSRNOT00000071867	Kdm5c
ENSRNOT00000059465	Iqsec2
ENSRNOT00000038211	Iqsec2
ENSRNOT00000050926	Iqsec2
ENSRNOT00000071590	Apoo
ENSRNOT00000073955	Apoo
ENSRNOT00000009870	Maged1
ENSRNOT00000058100	Spin4
ENSRNOT00000063861	Arhgef9
ENSRNOT00000042654	Arhgef9
ENSRNOT00000051132	Amer1
ENSRNOT00000005663	Asb12
ENSRNOT00000044006	Zc3h12b
ENSRNOT00000016042	Las1l
ENSRNOT00000040148	Msn
ENSRNOT00000053628	Mir223
ENSRNOT00000032121	Vsig4
ENSRNOT00000041963	Hsf3
ENSRNOT00000017312	Heph
ENSRNOT00000067298	Gpr165
ENSRNOT00000035405	Pgr15l
ENSRNOT00000044350	Rpl34l1
ENSRNOT00000066530	RGD1565058
ENSRNOT00000017429	Eda2r
ENSRNOT00000007486	Zc4h2
ENSRNOT00000009129	Ar
ENSRNOT00000034772	Ophn1
ENSRNOT00000008705	Yipf6
ENSRNOT00000043872	Stard8
ENSRNOT00000009635	Efnb1
ENSRNOT00000074865	Mir3573
ENSRNOT00000074071	Pja1
ENSRNOT00000057920	Fam155b
ENSRNOT00000004505	Eda
ENSRNOT00000004048	Awat2
ENSRNOT00000029298	Otud6a
ENSRNOT00000057900	Igbp1
ENSRNOT00000029046	Dgat2l6
ENSRNOT00000038924	Awat1
ENSRNOT00000045907	P2ry4
ENSRNOT00000003946	Arr3
ENSRNOT00000003872	Pdzd11
ENSRNOT00000003789	Kif4a
ENSRNOT00000003772	Gdpd2
ENSRNOT00000003741	Dlg3
ENSRNOT00000045082	Dlg3
ENSRNOT00000041731	Tex11
ENSRNOT00000005580	Slc7a3
ENSRNOT00000068098	Snx12
ENSRNOT00000048521	Foxo4
ENSRNOT00000050415	Il2rg
ENSRNOT00000005343	Il2rg
ENSRNOT00000040334	Med12
ENSRNOT00000005077	Nlgn3
ENSRNOT00000042648	Nlgn3
ENSRNOT00000005102	Nlgn3
ENSRNOT00000050672	Nlgn3
ENSRNOT00000004979	GJB1
ENSRNOT00000004972	Zmym3
ENSRNOT00000004911	Nono
ENSRNOT00000004888	Itgb1bp2
ENSRNOT00000003494	Taf1
ENSRNOT00000004692	Ogt
ENSRNOT00000004406	Cxcr3
ENSRNOT00000036989	8030474K03Rik
ENSRNOT00000069551	5S_rR1
ENSRNOT00000073685	Rgag4
ENSRNOT00000057718	Nhsl2
ENSRNOT00000073157	Pin4
ENSRNOT00000004310	Ercc6l
ENSRNOT00000004278	Gm15013
ENSRNOT00000004263	Cited1
ENSRNOT00000004224	Hdac8
ENSRNOT00000041138	Phka1
ENSRNOT00000004086	Klhdc2
ENSRNOT00000057644	Dmrtc1c1
ENSRNOT00000073827	Zfp449
ENSRNOT00000055732	6330419J24Rik
ENSRNOT00000050601	Zfp36l3
ENSRNOT00000031927	Fam9b
ENSRNOT00000031815	RGD1560456
ENSRNOT00000071040	Gm14597
ENSRNOT00000070874	Gm14597
ENSRNOT00000072066	Fam127b
ENSRNOT00000029245	Dmrtc1b
ENSRNOT00000003782	Rlim
ENSRNOT00000029100	Pabpc1l2a
ENSRNOT00000004038	Nap1l2
ENSRNOT00000037886	RGD1562521
ENSRNOT00000003973	Cdx4
ENSRNOT00000015693	Chic1
ENSRNOT00000003922	Tsx
ENSRNOT00000053669	Mir421
ENSRNOT00000054666	Mir374
ENSRNOT00000003899	Zcchc13
ENSRNOT00000040637	Slc16a2
ENSRNOT00000067009	Rlim
ENSRNOT00000035653	RGD1561931
ENSRNOT00000062110	Mir672
ENSRNOT00000003739	Abcb7
ENSRNOT00000033494	Uprt
ENSRNOT00000003714	Zdhhc15
ENSRNOT00000074039	Mir3559
ENSRNOT00000037575	Magee2
ENSRNOT00000003667	Pbdc1
ENSRNOT00000003573	Magee1
ENSRNOT00000053678	Mir384
ENSRNOT00000053750	Mir325
ENSRNOT00000057412	RGD1563579
ENSRNOT00000047823	Fndc3c1
ENSRNOT00000042799	Cysltr1
ENSRNOT00000051511	Gm5127
ENSRNOT00000003296	Zcchc5
ENSRNOT00000003286	Lpar4
ENSRNOT00000048695	P2ry10
ENSRNOT00000049779	RGD1560455
ENSRNOT00000046164	Gpr174
ENSRNOT00000003265	Itm2a
ENSRNOT00000003190	Tbx22
ENSRNOT00000003188	RGD1566265
ENSRNOT00000031200	Fam46d
ENSRNOT00000057460	RGD1561552
ENSRNOT00000050807	RGD1562871
ENSRNOT00000044808	Gm379
ENSRNOT00000050336	Brwd3
ENSRNOT00000074721	Brwd3
ENSRNOT00000071650	Hmgn5
ENSRNOT00000042827	Sh3bgrl
ENSRNOT00000070449	5S_rR1
ENSRNOT00000049790	RGD1562039
ENSRNOT00000030692	Gm6377
ENSRNOT00000042570	RGD1563579
ENSRNOT00000003724	Pou3f4
ENSRNOT00000022525	Ankra2
ENSRNOT00000003512	Rps6ka6
ENSRNOT00000057378	Hdx
ENSRNOT00000045603	Ube2d4l1
ENSRNOT00000066667	4933403O08Rik
ENSRNOT00000005997	Apool
ENSRNOT00000037149	Satl1
ENSRNOT00000052904	5S_rR1
ENSRNOT00000073734	Obp1f
ENSRNOT00000035274	RGD1561958
ENSRNOT00000046364	Zfp711
ENSRNOT00000006415	Pof1b
ENSRNOT00000000174	Chm
ENSRNOT00000053667	Mir361
ENSRNOT00000006778	Dach2
ENSRNOT00000074811	Dach2
ENSRNOT00000006907	Dach2
ENSRNOT00000006992	Klhl4
ENSRNOT00000020364	M6pr
ENSRNOT00000043727	H2afb3
ENSRNOT00000045685	TGIF2LX2
ENSRNOT00000063598	5S_rR1
ENSRNOT00000004462	Pabpc5
ENSRNOT00000045001	Pcdh11x
ENSRNOT00000049956	Nap1l3
ENSRNOT00000047255	Olr10
ENSRNOT00000050480	Olr11
ENSRNOT00000040332	RGD1562485
ENSRNOT00000043728	RGD1563104
ENSRNOT00000042552	RGD1561151
ENSRNOT00000044379	RGD1561230
ENSRNOT00000040168	4930412D23Rik
ENSRNOT00000004491	Rbm31y
ENSRNOT00000039260	RGD1565129
ENSRNOT00000039476	Diap2
ENSRNOT00000034461	Diap2
ENSRNOT00000050988	Diap2
ENSRNOT00000064458	Pcdh19
ENSRNOT00000005214	Tnmd
ENSRNOT00000005165	Tspan6
ENSRNOT00000005020	Srpx2
ENSRNOT00000004909	Sytl4
ENSRNOT00000004921	Sytl4
ENSRNOT00000074330	Cstf2
ENSRNOT00000075325	Nox1
ENSRNOT00000039988	Xkrx
ENSRNOT00000036291	Arl13a
ENSRNOT00000002058	Tmem35
ENSRNOT00000046288	Cenpi
ENSRNOT00000039864	Drp2
ENSRNOT00000045556	Taf7l
ENSRNOT00000015043	Timm8a1
ENSRNOT00000043770	Btk
ENSRNOT00000057222	Rpl36a
ENSRNOT00000015494	Gla
ENSRNOT00000015518	Hnrnph2
ENSRNOT00000040476	Armcx4
ENSRNOT00000029833	ARMCX1
ENSRNOT00000029807	Armcx6
ENSRNOT00000029664	Armcx3
ENSRNOT00000029511	Armcx2
ENSRNOT00000015806	Nxf2
ENSRNOT00000042714	Zmat1
ENSRNOT00000052422	Armcx1
ENSRNOT00000045591	Pramel
ENSRNOT00000052196	Pramel
ENSRNOT00000033752	Nxf7
ENSRNOT00000049735	Prame
ENSRNOT00000052009	1700008I05Rik
ENSRNOT00000053361	5S_rR1
ENSRNOT00000045997	Ngfrap1
ENSRNOT00000050302	Wbp5
ENSRNOT00000046091	Tceal7
ENSRNOT00000073529	Tceal5
ENSRNOT00000017138	Tceal8
ENSRNOT00000037823	Nxf3
ENSRNOT00000042126	Bex2
ENSRNOT00000070802	Arxes2
ENSRNOT00000075521	MGC109340
ENSRNOT00000049375	Bhlhb9
ENSRNOT00000004260	Gprasp2
ENSRNOT00000073661	Gprasp1
ENSRNOT00000004252	Armcx5
ENSRNOT00000071874	Tceal3
ENSRNOT00000044372	Tceal1
ENSRNOT00000003247	Morf4l2
ENSRNOT00000052302	Glra4
ENSRNOT00000003283	Plp1
ENSRNOT00000074140	Rab9b
ENSRNOT00000072037	H2bfm
ENSRNOT00000057140	Tmsbl1
ENSRNOT00000074981	Mcart1l
ENSRNOT00000071361	Zcchc18
ENSRNOT00000071973	Fam199x
ENSRNOT00000072739	Esx1
ENSRNOT00000040816	Il1rapl2
ENSRNOT00000039121	Tex13a
ENSRNOT00000057049	Nrk
ENSRNOT00000014739	Serpina7
ENSRNOT00000036019	4930513O06Rik
ENSRNOT00000041044	Mum1l1
ENSRNOT00000057044	Trap1a
ENSRNOT00000014811	D330045A20Rik
ENSRNOT00000074776	Atg4a
ENSRNOT00000040428	Col4a6
ENSRNOT00000052169	Col4a6
ENSRNOT00000045023	Rpl10a-ps2
ENSRNOT00000064478	Col4a5
ENSRNOT00000060001	RGD1566136
ENSRNOT00000046804	Gucy2f
ENSRNOT00000025912	Nxt2
ENSRNOT00000025923	Kcne1l
ENSRNOT00000026057	Acsl4
ENSRNOT00000068431	Tmem164
ENSRNOT00000062211	Mir652
ENSRNOT00000042639	Ammecr1
ENSRNOT00000074676	Rgag1
ENSRNOT00000006008	Chrdl1
ENSRNOT00000006459	Pak3
ENSRNOT00000006638	Capn6
ENSRNOT00000074322	Dcx
ENSRNOT00000044787	Hmg1l1
ENSRNOT00000007968	Alg13
ENSRNOT00000009400	Trpc5
ENSRNOT00000014875	Kansl2
ENSRNOT00000073299	Kansl2
ENSRNOT00000058606	Ccnt1
ENSRNOT00000019854	Ddn
ENSRNOT00000015394	RGD1305928
ENSRNOT00000016623	Adcy6
ENSRNOT00000017490	Cacnb3
ENSRNOT00000055529	Ddx23
ENSRNOT00000018276	Rnd1
ENSRNOT00000051186	Ccdc65
ENSRNOT00000019527	Fkbp11
ENSRNOT00000044558	Arf3
ENSRNOT00000019505	Wnt10b
ENSRNOT00000064417	Wnt10b
ENSRNOT00000019641	Wnt1
ENSRNOT00000067581	Wnt1
ENSRNOT00000020093	Prkag1
ENSRNOT00000040635	Kmt2d
ENSRNOT00000035659	Rhebl1
ENSRNOT00000020563	Dhh
ENSRNOT00000046287	Lmbr1l
ENSRNOT00000006322	Tuba1a
ENSRNOT00000021010	Prph
ENSRNOT00000043479	Troap
ENSRNOT00000003152	C1ql4
ENSRNOT00000021339	Dnajc22
ENSRNOT00000045515	Kcnh3
ENSRNOT00000040072	Spats2
ENSRNOT00000050487	Mcrs1
ENSRNOT00000055472	Fam186b
ENSRNOT00000067294	Prpf40b
ENSRNOT00000055448	Fmnl3
ENSRNOT00000031996	Fmnl3
ENSRNOT00000045927	Tmbim6
ENSRNOT00000022838	Tmbim6
ENSRNOT00000022937	Nckap5l
ENSRNOT00000043408	Bcdin3d
ENSRNOT00000048934	Faim2
ENSRNOT00000000324	Aqp2
ENSRNOT00000024102	Aqp5
ENSRNOT00000000323	Aqp6
ENSRNOT00000024796	Racgap1
ENSRNOT00000025476	Asic1
ENSRNOT00000047887	Asic1
ENSRNOT00000043163	Smarcd1
ENSRNOT00000026199	Gpd1
ENSRNOT00000038757	Cox14
ENSRNOT00000042981	Cers5
ENSRNOT00000066908	Lima1
ENSRNOT00000074192	RGD1561408
ENSRNOT00000071031	Larp4
ENSRNOT00000026289	Dip2b
ENSRNOT00000075522	Dip2b
ENSRNOT00000050854	Zcchc16
ENSRNOT00000030400	Lhfpl1
ENSRNOT00000049482	Amot
ENSRNOT00000075134	Mir3552
ENSRNOT00000062180	Mir764
ENSRNOT00000071202	Mir1912
ENSRNOT00000063291	rno-mir-1298
ENSRNOT00000065293	Htr2c
ENSRNOT00000053758	Mir448
ENSRNOT00000043338	Il13ra2
ENSRNOT00000045463	Lrch2
ENSRNOT00000044010	Lrch2
ENSRNOT00000041935	Lrch2
ENSRNOT00000025575	Npm1
ENSRNOT00000060168	Pls3
ENSRNOT00000073176	Ube2wl
ENSRNOT00000074269	Agtr2
ENSRNOT00000073677	Ube2wl
ENSRNOT00000070454	5S_rR1
ENSRNOT00000007967	Slc6a14
ENSRNOT00000040742	Wdr44
ENSRNOT00000044165	Tesl
ENSRNOT00000018788	Klhl13
ENSRNOT00000063868	Klhl13
ENSRNOT00000067114	Klhl13
ENSRNOT00000065459	Klhl13
ENSRNOT00000018322	RGD1566387
ENSRNOT00000032275	Dock11
ENSRNOT00000017746	Il13ra1
ENSRNOT00000017567	Zcchc12
ENSRNOT00000017550	Lonrf3
ENSRNOT00000071692	Gzmbl2
ENSRNOT00000039710	Gm14569
ENSRNOT00000017101	Pgrmc1
ENSRNOT00000039809	Akap17b
ENSRNOT00000017026	RGD1559928
ENSRNOT00000015085	Slc25a5
ENSRNOT00000016993	RGD1564541
ENSRNOT00000061455	Ube2a
ENSRNOT00000067942	Sept6
ENSRNOT00000075314	Sowahd
ENSRNOT00000064521	Rpl39
ENSRNOT00000032618	Upf3b
ENSRNOT00000047912	Nkap
ENSRNOT00000009123	Akap14
ENSRNOT00000034083	Rhox2
ENSRNOT00000071376	Rhox5
ENSRNOT00000049435	Rhox8
ENSRNOT00000066130	Rhox8
ENSRNOT00000072249	Rhox9
ENSRNOT00000071436	RGD1563150
ENSRNOT00000061539	Rhox10
ENSRNOT00000073031	Rhox12
ENSRNOT00000061546	Rhox12
ENSRNOT00000035449	Rhox11
ENSRNOT00000035489	Rhox13
ENSRNOT00000074486	Zbtb33
ENSRNOT00000049424	Zbtb33
ENSRNOT00000036472	Tmem255a
ENSRNOT00000061493	Ndufa1
ENSRNOT00000051474	Rnf113a1
ENSRNOT00000061499	RGD1560927
ENSRNOT00000034056	Rhox4g
ENSRNOT00000041904	Rhox3
ENSRNOT00000009329	Atp1b4
ENSRNOT00000000177	Lamp2
ENSRNOT00000065023	Cul4b
ENSRNOT00000066677	Mcts1
ENSRNOT00000003449	C1galt1c1
ENSRNOT00000029193	6030498E09Rik
ENSRNOT00000029031	Gria3
ENSRNOT00000010367	Gria3
ENSRNOT00000009755	Thoc2
ENSRNOT00000009336	Xiap
ENSRNOT00000044240	Stag2
ENSRNOT00000008444	Sh2d1a
ENSRNOT00000074996	RGD1563975
ENSRNOT00000047171	Dcaf12l2
ENSRNOT00000038653	Dcaf12
ENSRNOT00000074384	1110059M19Rik
ENSRNOT00000004591	Actrt1
ENSRNOT00000075721	RGD1564736
ENSRNOT00000004958	Cxxc5
ENSRNOT00000072822	Cxxc5
ENSRNOT00000068478	Smarca1
ENSRNOT00000005267	Ocrl
ENSRNOT00000005331	Apln
ENSRNOT00000005604	Xpnpep2
ENSRNOT00000006035	Sash3
ENSRNOT00000006484	Zdhhc9
ENSRNOT00000048022	Utp14a
ENSRNOT00000006805	Bcorl1
ENSRNOT00000044487	Elf4
ENSRNOT00000008503	Aifm1
ENSRNOT00000008868	Rab33a
ENSRNOT00000044435	Zfp280c
ENSRNOT00000009637	Slc25a14
ENSRNOT00000033619	Gpr119
ENSRNOT00000048922	Rbmx2
ENSRNOT00000033044	Gm595
ENSRNOT00000051669	Enox2
ENSRNOT00000048498	Enox2
ENSRNOT00000068717	Arhgap36
ENSRNOT00000040628	Olfr1320
ENSRNOT00000040754	Olr1765
ENSRNOT00000010325	Igsf1
ENSRNOT00000063695	5S_rR1
ENSRNOT00000050717	Olr1766
ENSRNOT00000040369	Olr1767
ENSRNOT00000072015	RGD1564736
ENSRNOT00000010596	Mst4
ENSRNOT00000033968	Frmd7
ENSRNOT00000003414	Rap2c
ENSRNOT00000043258	Mbnl3
ENSRNOT00000040165	Hs6st2
ENSRNOT00000047605	Usp26
ENSRNOT00000050147	MGC114492
ENSRNOT00000056772	RGD1561558
ENSRNOT00000003282	Gpc4
ENSRNOT00000049856	RGD1561055
ENSRNOT00000040122	Gpc3
ENSRNOT00000054396	Mir363
ENSRNOT00000053672	Mir92a2
ENSRNOT00000053702	Mir19b2
ENSRNOT00000054662	Mir20b
ENSRNOT00000053715	Mir17-2
ENSRNOT00000071222	Ccdc160
ENSRNOT00000033219	Gpr101
ENSRNOT00000019431	Zic3
ENSRNOT00000004684	Magea11
ENSRNOT00000064780	Fgf13
ENSRNOT00000056621	RGD1564173
ENSRNOT00000004559	F9
ENSRNOT00000051550	Mcf2
ENSRNOT00000051319	Atp11c
ENSRNOT00000049120	Atp11c
ENSRNOT00000054392	Mir3589
ENSRNOT00000056598	Gm7073
ENSRNOT00000064172	RGD1560171
ENSRNOT00000073577	Tpm3-rs7
ENSRNOT00000004529	Ldoc1
ENSRNOT00000033723	MGC114529
ENSRNOT00000032522	4931400O07RIK
ENSRNOT00000072063	Gm6760
ENSRNOT00000037881	MGC114427
ENSRNOT00000016754	Ctag2
ENSRNOT00000015401	Slitrk2
ENSRNOT00000062989	Mir743a
ENSRNOT00000063013	Mir743b
ENSRNOT00000062175	Mir742
ENSRNOT00000063041	Mir883
ENSRNOT00000054387	Mir471
ENSRNOT00000072847	Mir3551
ENSRNOT00000071499	Mir741
ENSRNOT00000063080	Mir463
ENSRNOT00000062963	Mir880
ENSRNOT00000062952	Mir878
ENSRNOT00000063052	Mir881
ENSRNOT00000063087	Mir871
ENSRNOT00000070841	Mir3580
ENSRNOT00000062157	Mir465
ENSRNOT00000044666	RGD1562644
ENSRNOT00000003192	Mospd1
ENSRNOT00000035398	Fam122c
ENSRNOT00000003145	Fam122b
ENSRNOT00000003235	Plac1
ENSRNOT00000071878	Mir322
ENSRNOT00000073519	Mir503
ENSRNOT00000075048	Mir351
ENSRNOT00000073411	Mir542
ENSRNOT00000072575	Mir450a
ENSRNOT00000074302	Mir542
ENSRNOT00000066874	Fam122b
ENSRNOT00000074170	PLAC1
ENSRNOT00000075787	Mir322
ENSRNOT00000072670	Mir503
ENSRNOT00000073080	Mir351
ENSRNOT00000070845	Mir542
ENSRNOT00000045153	Hprt1
ENSRNOT00000003091	PHF6
ENSRNOT00000071888	Ddx26b
ENSRNOT00000001179	Mmgt1
ENSRNOT00000066809	Slc9a6
ENSRNOT00000043820	Fhl1
ENSRNOT00000001169	Fhl1
ENSRNOT00000071516	Map7d3
ENSRNOT00000030445	Map7d3
ENSRNOT00000001164	Brs3
ENSRNOT00000065636	Htatsf1
ENSRNOT00000001162	Cd40lg
ENSRNOT00000001158	Arhgef6
ENSRNOT00000001154	Rbmx
ENSRNOT00000074108	Arl13b
ENSRNOT00000073689	Pros1
ENSRNOT00000003498	Hsd17b6
ENSRNOT00000065593	Prim1
ENSRNOT00000075681	Naca
ENSRNOT00000003550	Naca
ENSRNOT00000003787	Ptges3
ENSRNOT00000003965	Atp5b
ENSRNOT00000046048	Baz2a
ENSRNOT00000048848	Rbms2
ENSRNOT00000018737	Gls2
ENSRNOT00000004173	Spryd4
ENSRNOT00000004223	Mip
ENSRNOT00000047241	Timeless
ENSRNOT00000043908	Apon
ENSRNOT00000041341	Apof
ENSRNOT00000049536	Stat2
ENSRNOT00000004363	Il23a
ENSRNOT00000050792	Pan2
ENSRNOT00000004895	Cnpy2
ENSRNOT00000033726	Cs
ENSRNOT00000047530	Coq10a
ENSRNOT00000047462	Ankrd52
ENSRNOT00000045547	Slc39a5
ENSRNOT00000031362	Nabp2
ENSRNOT00000029778	Rnf41
ENSRNOT00000061933	Smarcc2
ENSRNOT00000028244	Smarcc2
ENSRNOT00000071616	Myl6
ENSRNOT00000048453	Myl6b
ENSRNOT00000006119	Esyt1
ENSRNOT00000061995	Zc3h10
ENSRNOT00000066159	Rpl41
ENSRNOT00000006578	Pa2g4
ENSRNOT00000006796	Erbb3
ENSRNOT00000007304	Rps26
ENSRNOT00000019738	Ikzf4
ENSRNOT00000008018	Suox
ENSRNOT00000061878	Rab5b
ENSRNOT00000031963	Cdk2
ENSRNOT00000049972	Pmel
ENSRNOT00000036373	Dgka
ENSRNOT00000048099	Wibg
ENSRNOT00000008909	Mmp19
ENSRNOT00000008929	Tmem198b
ENSRNOT00000037332	Dnajc14
ENSRNOT00000044292	Ormdl2
ENSRNOT00000009155	Sarnp
ENSRNOT00000010035	Gdf11
ENSRNOT00000010180	Cd63
ENSRNOT00000010217	Rdh5
ENSRNOT00000010380	Bloc1s1
ENSRNOT00000030453	Itga7
ENSRNOT00000061657	Itga7
ENSRNOT00000048267	Itga7
ENSRNOT00000010760	Mettl7b
